Rk;G;Date;Age;Tm;Home_Away;Opp;Win_Loss;GS;MP;FG;FGA;FGpct;3P;3PA;3Ppct;FT;FTA;FTpct;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;plus_moins
56;56;25/02/2003;24-186;LAL;;LAC;W (+11);1;41:00:00;11;26;.423;1;5;.200;9;10;.900;4;2;6;3;5;1;5;4;32;22.4;5
57;57;27/02/2003;24-188;LAL;;DET;W (+10);1;44:00:00;10;22;.455;1;2;.500;9;10;.900;0;2;2;1;3;1;1;2;30;21.4;-11
58;58;28/02/2003;24-189;LAL;@;SEA;L (-17);1;44:00:00;10;27;.370;4;11;.364;10;14;.714;0;4;4;9;1;0;1;3;34;23.8;-10
59;59;05/03/2003;24-194;LAL;;IND;W (+2);1;43:00:00;9;26;.346;0;3;.000;2;3;.667;0;10;10;5;3;1;3;2;20;11.4;14
60;60;07/03/2003;24-196;LAL;;MIN;W (+10);1;43:00:00;12;24;.500;2;4;.500;4;4;1.000;1;3;4;7;3;0;0;1;30;27.1;8
61;61;09/03/2003;24-198;LAL;;PHI;W (+14);1;43:00:00;8;20;.400;0;2;.000;12;13;.923;1;7;8;9;0;2;5;4;28;20.7;-22
62;62;11/03/2003;24-200;LAL;@;CHI;L (-17);1;43:00:00;13;26;.500;1;4;.250;9;13;.692;0;5;5;5;2;0;3;3;36;24.2;-16
63;63;12/03/2003;24-201;LAL;@;DET;L (-23);1;40:00:00;9;23;.391;2;3;.667;1;1;1.000;2;1;3;4;0;1;4;5;21;7.7;10
64;64;14/03/2003;24-203;LAL;@;MIN;W (+7);1;37:00:00;11;24;.458;1;2;.500;7;7;1.000;1;5;6;3;3;1;0;1;30;25.2;14
65;65;15/03/2003;24-204;LAL;@;MIL;W (+4);1;43:00:00;6;14;.429;0;2;.000;8;9;.889;1;8;9;4;2;2;5;4;20;14.9;20
66;66;17/03/2003;24-206;LAL;@;LAC;W (+17);1;39:00:00;8;16;.500;1;2;.500;9;12;.750;1;6;7;6;1;1;3;3;26;21.0;-10
67;67;20/03/2003;24-209;LAL;@;SAC;L (-8);1;45:00:00;11;30;.367;1;5;.200;11;15;.733;5;8;13;3;0;0;2;1;34;21.4;5
68;68;21/03/2003;24-210;LAL;;BOS;W (+8);1;31:00:00;5;11;.455;0;2;.000;3;3;1.000;0;3;3;7;1;1;2;4;13;11.2;-19
69;69;23/03/2003;24-212;LAL;@;SAS;L (-9);1;40:00:00;11;30;.367;1;6;.167;8;10;.800;0;9;9;0;3;0;3;4;31;14.7;22
70;70;25/03/2003;24-214;LAL;@;ATL;W (+17);1;38:00:00;11;21;.524;4;6;.667;2;2;1.000;0;10;10;6;3;0;2;1;28;25.5;7
71;71;26/03/2003;24-215;LAL;@;HOU;W (+3);1;44:00:00;10;22;.455;0;1;.000;11;12;.917;1;8;9;5;1;0;5;2;31;21.0;21
72;72;28/03/2003;24-217;LAL;;WAS;W (+14);1;41:00:00;15;29;.517;9;13;.692;16;18;.889;0;5;5;3;3;0;3;5;55;41.5;-21
73;73;30/03/2003;24-219;LAL;@;SEA;L (-21);1;37:00:00;5;13;.385;4;8;.500;0;0;;1;1;2;5;3;0;4;4;14;8.8;17
74;74;31/03/2003;24-220;LAL;;MEM;W (+16);1;41:00:00;10;23;.435;3;5;.600;6;6;1.000;1;4;5;8;6;1;4;3;29;25.9;17
75;75;03/04/2003;24-223;LAL;@;DAL;W (+11);1;44:00:00;7;21;.333;0;4;.000;5;7;.714;1;7;8;6;3;1;3;4;19;12.4;-13
76;76;04/04/2003;24-224;LAL;@;MEM;W (+1);1;40:00:00;7;15;.467;3;5;.600;4;4;1.000;0;7;7;6;1;0;5;3;21;14.4;3
77;77;06/04/2003;24-226;LAL;;PHO;W (+2);1;49:00:00;10;25;.400;1;6;.167;5;5;1.000;0;8;8;7;2;2;7;2;26;15.4;10
78;78;08/04/2003;24-228;LAL;;DAL;W (+9);1;40:00:00;4;16;.250;1;4;.250;5;7;.714;0;8;8;4;2;0;3;4;14;6.2;3
79;79;10/04/2003;24-230;LAL;;SAC;W (+13);1;46:00:00;13;31;.419;0;4;.000;8;8;1.000;4;3;7;6;4;0;0;3;34;28.2;6
80;80;13/04/2003;24-233;LAL;@;POR;L (-2);1;42:00:00;11;19;.579;1;2;.500;13;14;.929;1;5;6;7;1;0;4;4;36;29.2;20
81;81;15/04/2003;24-235;LAL;;DEN;W (+22);1;26:00:00;8;16;.500;3;6;.500;13;14;.929;2;6;8;4;2;1;2;1;32;29.9;16
82;82;16/04/2003;24-236;LAL;@;GSW;W (+6);1;42:00:00;16;28;.571;3;7;.429;9;10;.900;1;5;6;4;0;0;3;1;44;32.0;-3
1;1;01/11/2003;25-070;LAL;@;PHO;W (+4);1;37:00:00;4;12;.333;0;1;.000;7;10;.700;0;6;6;4;0;1;2;4;15;8.7;13
2;2;02/11/2003;25-071;LAL;;GSW;W (+15);1;35:00:00;7;12;.583;2;3;.667;5;5;1.000;1;3;4;2;5;1;4;4;21;18.5;7
3;3;04/11/2003;25-073;LAL;@;MIL;W (+6);1;40:00:00;10;22;.455;2;4;.500;9;10;.900;5;2;7;8;1;2;0;3;31;30.1;4
4;4;06/11/2003;25-075;LAL;@;SAS;W (+3);1;49:00:00;16;29;.552;1;4;.250;4;5;.800;2;3;5;2;4;0;2;4;37;26.8;-24
5;5;07/11/2003;25-076;LAL;@;NOH;L (-19);1;37:00:00;4;14;.286;0;4;.000;3;4;.750;1;3;4;3;1;0;3;3;11;2.9;-3
6;6;10/11/2003;25-079;LAL;@;MEM;L (-10);1;33:00:00;5;15;.333;0;2;.000;9;10;.900;1;3;4;5;2;0;6;4;19;9.6;1
7;7;12/11/2003;25-081;LAL;;TOR;W (+15);1;37:00:00;5;11;.455;1;1;1.000;8;10;.800;1;2;3;4;1;0;3;4;19;13.0;12
8;8;14/11/2003;25-083;LAL;;DET;W (+5);1;36:00:00;6;11;.545;0;0;;4;4;1.000;0;3;3;1;3;2;1;5;16;13.7;21
9;9;16/11/2003;25-085;LAL;;MIA;W (+22);1;34:00:00;6;10;.600;0;1;.000;15;16;.938;1;3;4;6;2;0;3;2;27;26.0;-9
10;10;18/11/2003;25-087;LAL;@;DET;L (-10);1;40:00:00;4;14;.286;0;2;.000;11;11;1.000;1;1;2;3;0;0;0;3;19;12.7;17
11;11;19/11/2003;25-088;LAL;@;NYK;W (+21);1;33:00:00;7;13;.538;0;0;;7;9;.778;1;1;2;4;1;0;1;5;21;15.7;16
12;12;21/11/2003;25-090;LAL;;CHI;W (+7);1;36:00:00;10;19;.526;0;1;.000;8;11;.727;1;4;5;4;3;1;3;4;28;21.3;20
13;13;23/11/2003;25-092;LAL;;MEM;W (+32);1;32:00:00;8;16;.500;1;2;.500;11;12;.917;1;2;3;3;4;0;1;2;28;25.2;15
14;14;26/11/2003;25-095;LAL;;WAS;W (+21);1;26:00:00;7;13;.538;1;3;.333;7;7;1.000;0;4;4;4;2;0;3;3;22;17.5;24
15;15;28/11/2003;25-097;LAL;;SAS;W (+16);1;30:00:00;6;13;.462;1;2;.500;4;6;.667;0;2;2;2;1;0;0;0;17;12.5;24
16;16;30/11/2003;25-099;LAL;;IND;W (+22);1;36:00:00;4;10;.400;1;2;.500;3;4;.750;1;1;2;7;1;0;2;3;12;9.9;8
17;17;03/12/2003;25-102;LAL;@;SAS;W (+4);1;46:00:00;6;20;.300;1;4;.250;8;9;.889;1;5;6;3;2;0;4;4;21;9.7;10
18;18;04/12/2003;25-103;LAL;@;DAL;W (+11);1;38:00:00;9;23;.391;2;5;.400;12;12;1.000;4;2;6;3;1;0;3;3;32;21.8;3
19;19;07/12/2003;25-106;LAL;;UTA;W (+2);1;40:00:00;4;17;.235;2;4;.500;9;10;.900;2;4;6;3;1;0;2;4;19;10.4;10
20;20;09/12/2003;25-108;LAL;;NYK;W (+8);1;41:00:00;7;16;.438;0;0;;7;8;.875;3;3;6;9;1;0;3;1;21;19.1;-19
21;21;12/12/2003;25-111;LAL;;DAL;L (-17);1;41:00:00;4;18;.222;0;3;.000;7;7;1.000;1;6;7;6;1;1;1;5;15;9.4;0
22;22;13/12/2003;25-112;LAL;@;POR;L (-4);1;42:00:00;10;18;.556;1;3;.333;14;15;.933;3;2;5;6;0;1;2;2;35;30.8;-4
23;23;19/12/2003;25-118;LAL;;DEN;W (+2);0;31:00:00;5;14;.357;0;2;.000;3;4;.750;1;2;3;5;0;0;4;1;13;5.2;5
24;24;21/12/2003;25-120;LAL;;PHO;W (+6);1;39:00:00;4;12;.333;0;2;.000;2;3;.667;3;3;6;4;0;0;4;0;10;4.6;-7
25;25;23/12/2003;25-122;LAL;@;GSW;L (-9);1;38:00:00;8;16;.500;3;5;.600;4;5;.800;1;4;5;2;1;1;4;5;23;13.6;-7
26;26;25/12/2003;25-124;LAL;;HOU;L (-12);1;43:00:00;9;26;.346;1;2;.500;4;6;.667;3;5;8;6;2;0;3;4;23;12.8;15
27;27;28/12/2003;25-127;LAL;;BOS;W (+23);1;36:00:00;5;18;.278;1;6;.167;0;0;;2;3;5;6;2;0;6;2;11;2.1;4
28;28;02/01/2004;25-132;LAL;@;SEA;L (-2);1;36:00:00;11;25;.440;3;4;.750;7;8;.875;2;4;6;6;4;0;3;4;32;24.7;-7
29;29;04/01/2004;25-134;LAL;@;LAC;L (-3);1;40:00:00;14;27;.519;4;7;.571;12;15;.800;4;6;10;3;4;0;2;2;44;37.4;-17
30;30;06/01/2004;25-136;LAL;@;MIN;L (-16);1;38:00:00;8;17;.471;0;1;.000;4;6;.667;2;8;10;4;0;0;1;4;20;14.5;-15
31;31;07/01/2004;25-137;LAL;@;DEN;L (-22);1;38:00:00;8;23;.348;1;4;.250;10;11;.909;1;2;3;6;6;0;5;3;27;19.0;33
32;32;09/01/2004;25-139;LAL;;ATL;W (+46);1;31:00:00;9;19;.474;2;5;.400;6;6;1.000;0;5;5;6;3;0;1;2;26;23.2;2
33;33;12/01/2004;25-142;LAL;;CLE;W (+10);1;17:00;3;8;.375;0;0;;4;5;.800;1;4;5;2;1;0;0;1;10;9.1;15
34;34;24/01/2004;25-154;LAL;@;UTA;W (+7);1;38:00:00;6;15;.400;1;4;.250;8;13;.615;2;2;4;6;0;0;0;0;21;17.1;2
35;35;28/01/2004;25-158;LAL;;SEA;W (+14);1;29:00:00;6;15;.400;0;3;.000;2;3;.667;0;2;2;3;0;0;3;0;14;5.2;-7
36;36;11/02/2004;25-172;LAL;@;HOU;L (-15);1;36:00:00;4;7;.571;4;5;.800;2;2;1.000;0;1;1;3;0;0;1;3;14;10.9;11
37;37;17/02/2004;25-178;LAL;;POR;W (+3);1;42:00:00;13;23;.565;0;1;.000;5;9;.556;4;4;8;10;2;0;4;1;31;27.1;-1
38;38;18/02/2004;25-179;LAL;@;GSW;W (+1);1;44:00:00;11;16;.688;0;1;.000;13;15;.867;2;4;6;8;2;1;5;1;35;32.9;15
39;39;20/02/2004;25-181;LAL;;PHI;W (+28);1;30:00:00;10;18;.556;1;2;.500;7;8;.875;4;1;5;7;3;2;2;4;28;27.8;9
40;40;22/02/2004;25-183;LAL;@;PHO;W (+12);1;42:00:00;15;25;.600;2;5;.400;8;8;1.000;4;3;7;5;3;0;2;0;40;36.7;5
41;41;25/02/2004;25-186;LAL;@;DEN;W (+1);1;41:00:00;14;26;.538;2;4;.500;5;5;1.000;2;5;7;10;3;0;3;2;35;31.5;-6
42;42;26/02/2004;25-187;LAL;;SAC;L (-2);1;41:00:00;12;28;.429;2;6;.333;9;10;.900;3;8;11;6;1;0;4;2;35;24.7;11
43;43;28/02/2004;25-189;LAL;@;WAS;W (+12);1;38:00:00;8;16;.500;2;4;.500;7;8;.875;3;11;14;10;2;0;2;3;25;27.8;19
44;44;29/02/2004;25-190;LAL;@;NJN;W (+17);1;33:00:00;4;12;.333;2;6;.333;1;2;.500;1;5;6;10;1;0;4;3;11;8.8;9
45;45;03/03/2004;25-193;LAL;@;HOU;W (+3);1;46:00:00;7;19;.368;0;5;.000;4;4;1.000;0;8;8;13;0;0;4;2;18;14.2;3
46;46;05/03/2004;25-195;LAL;;SEA;W (+8);1;01:00;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;1;0;-0.4;13
47;47;10/03/2004;25-200;LAL;@;BOS;W (+8);1;40:00:00;4;16;.250;0;2;.000;10;14;.714;3;2;5;10;3;0;3;2;18;15.7;-1
48;48;12/03/2004;25-202;LAL;@;MIN;L (-10);1;38:00:00;6;20;.300;1;3;.333;3;3;1.000;2;9;11;5;0;0;2;2;16;9.2;4
49;49;13/03/2004;25-203;LAL;@;CHI;W (+7);1;38:00:00;12;25;.480;1;4;.250;10;11;.909;2;6;8;3;2;1;5;2;35;24.1;3
50;50;15/03/2004;25-205;LAL;;ORL;W (+3);1;44:00:00;13;26;.500;2;5;.400;10;13;.769;1;2;3;4;1;1;1;5;38;26.6;4
51;51;17/03/2004;25-207;LAL;@;LAC;W (+3);1;40:00:00;11;17;.647;1;3;.333;4;4;1.000;1;8;9;6;1;1;3;2;27;24.7;1
52;52;19/03/2004;25-209;LAL;;LAC;W (+6);1;39:00:00;10;20;.500;0;2;.000;7;8;.875;2;5;7;3;5;0;3;4;27;22.0;4
53;53;21/03/2004;25-211;LAL;;MIL;W (+1);1;39:00:00;7;17;.412;0;1;.000;8;8;1.000;3;2;5;4;1;1;5;2;22;14.3;25
54;54;24/03/2004;25-214;LAL;;SAC;W (+24);1;37:00:00;11;23;.478;2;5;.400;12;12;1.000;2;4;6;6;1;0;0;3;36;30.9;17
55;55;26/03/2004;25-216;LAL;;MIN;W (+17);1;37:00:00;13;21;.619;2;4;.500;7;7;1.000;2;7;9;5;2;2;4;2;35;31.1;12
56;56;28/03/2004;25-218;LAL;;UTA;W (+7);1;40:00:00;8;23;.348;1;3;.333;17;21;.810;1;5;6;4;1;1;1;5;34;23.2;12
57;57;30/03/2004;25-220;LAL;;NOH;W (+19);1;34:00:00;7;17;.412;3;7;.429;6;6;1.000;1;2;3;6;1;0;4;3;23;15.2;6
58;58;01/04/2004;25-222;LAL;;HOU;W (+8);1;45:00:00;8;19;.421;1;2;.500;9;12;.750;2;5;7;4;5;1;6;2;26;19.3;-5
59;59;02/04/2004;25-223;LAL;@;SEA;W (+11);1;40:00:00;9;18;.500;3;5;.600;4;6;.667;0;1;1;2;2;0;3;4;25;14.3;0
60;60;04/04/2004;25-225;LAL;;SAS;L (-6);1;43:00:00;9;26;.346;2;7;.286;8;10;.800;1;5;6;3;0;2;3;2;28;14.5;-14
61;61;06/04/2004;25-227;LAL;;POR;L (-11);1;43:00:00;5;23;.217;0;6;.000;2;2;1.000;2;4;6;8;1;1;3;2;12;4.0;12
62;62;09/04/2004;25-230;LAL;;MEM;W (+8);1;45:00:00;9;23;.391;1;4;.250;14;15;.933;1;5;6;7;4;1;3;2;33;28.1;-26
63;63;11/04/2004;25-232;LAL;@;SAC;L (-17);1;42:00:00;3;13;.231;0;3;.000;2;3;.667;1;4;5;4;2;0;3;4;8;1.8;9
64;64;13/04/2004;25-234;LAL;;GSW;W (+5);1;43:00:00;14;29;.483;0;6;.000;17;18;.944;0;7;7;8;2;2;1;2;45;39.2;-1
65;65;14/04/2004;25-235;LAL;@;POR;W (+1);1;53:00:00;14;31;.452;4;10;.400;5;9;.556;0;8;8;5;1;1;2;4;37;23.3;13
1;1;02/11/2004;26-071;LAL;;DEN;W (+11);1;42:00:00;5;14;.357;1;2;.500;14;15;.933;1;3;4;7;1;3;4;2;25;21.6;-18
2;2;03/11/2004;26-072;LAL;@;UTA;L (-26);1;41:00:00;9;21;.429;4;9;.444;16;20;.800;1;3;4;1;1;0;2;5;38;24.6;-16
3;3;05/11/2004;26-074;LAL;;SAS;L (-9);1;45:00:00;8;22;.364;1;5;.200;11;13;.846;3;2;5;4;1;1;3;3;28;18.0;17
4;4;07/11/2004;26-076;LAL;;ATL;W (+16);1;44:00:00;6;12;.500;1;2;.500;11;12;.917;1;4;5;6;0;2;3;2;24;21.3;23
5;5;09/11/2004;26-078;LAL;@;NOH;W (+8);1;38:00:00;8;18;.444;1;5;.200;14;14;1.000;1;7;8;4;0;1;7;6;31;18.5;-18
6;6;10/11/2004;26-079;LAL;@;MEM;L (-23);1;34:00:00;4;19;.211;2;6;.333;10;13;.769;2;4;6;4;1;1;2;1;20;11.8;2
7;7;12/11/2004;26-081;LAL;@;ORL;L (-9);1;44:00:00;14;31;.452;2;8;.250;11;12;.917;0;7;7;8;2;0;1;4;41;31.6;4
8;8;13/11/2004;26-082;LAL;@;HOU;W (+5);1;42:00:00;7;20;.350;0;5;.000;5;7;.714;0;11;11;3;0;2;5;1;19;8.4;15
9;9;17/11/2004;26-086;LAL;;LAC;W (+14);1;45:00:00;9;16;.563;0;1;.000;5;5;1.000;0;6;6;11;5;2;5;5;23;24.3;-2
10;10;19/11/2004;26-088;LAL;@;PHO;L (-5);1;45:00:00;10;33;.303;5;10;.500;4;5;.800;4;7;11;10;0;1;3;1;29;18.7;11
11;11;21/11/2004;26-090;LAL;;CHI;W (+9);1;45:00:00;10;22;.455;1;2;.500;8;17;.471;2;8;10;7;1;1;9;4;29;13.8;7
12;12;23/11/2004;26-092;LAL;;MIL;W (+4);1;44:00:00;11;24;.458;0;2;.000;8;10;.800;1;5;6;5;3;1;4;2;30;21.4;1
13;13;26/11/2004;26-095;LAL;;SAC;L (-3);1;45:00:00;11;17;.647;3;4;.750;15;19;.789;1;6;7;8;0;2;3;2;40;36.6;4
14;14;28/11/2004;26-097;LAL;;NOH;W (+13);1;44:00:00;7;20;.350;1;5;.200;5;5;1.000;2;4;6;7;3;1;7;4;20;11.4;1
15;15;30/11/2004;26-099;LAL;@;MIL;W (+5);1;43:00:00;4;13;.308;2;6;.333;10;12;.833;3;4;7;11;1;2;4;2;20;20.3;-3
16;16;01/12/2004;26-100;LAL;@;CHI;L (-8);1;44:00:00;9;21;.429;3;11;.273;7;9;.778;0;3;3;10;1;3;6;4;28;19.5;6
17;17;03/12/2004;26-102;LAL;;GSW;W (+9);1;43:00:00;3;12;.250;0;2;.000;4;7;.571;0;12;12;10;2;0;8;3;10;5.0;-1
18;18;08/12/2004;26-107;LAL;;PHO;L (-3);1;45:00:00;7;23;.304;4;10;.400;2;3;.667;3;11;14;11;2;0;8;3;20;12.2;7
19;19;11/12/2004;26-110;LAL;@;LAC;W (+2);1;45:00:00;13;32;.406;1;6;.167;10;10;1.000;1;9;10;5;0;2;4;2;37;23.3;6
20;20;12/12/2004;26-111;LAL;;ORL;W (+7);1;41:00:00;6;23;.261;0;1;.000;11;15;.733;4;4;8;6;0;0;3;2;23;12.1;-13
21;21;14/12/2004;26-113;LAL;@;SEA;L (-15);1;45:00:00;12;23;.522;3;8;.375;8;10;.800;4;5;9;5;1;0;4;2;35;26.9;15
22;22;16/12/2004;26-115;LAL;@;SAC;W (+16);1;41:00:00;10;17;.588;3;8;.375;8;10;.800;0;6;6;12;2;2;4;2;31;31.1;-3
23;23;17/12/2004;26-116;LAL;;WAS;L (-4);1;50:00:00;9;22;.409;3;7;.429;15;22;.682;1;9;10;14;2;1;5;1;36;31.9;-5
24;24;20/12/2004;26-119;LAL;;MEM;L (-10);1;44:00:00;2;16;.125;0;6;.000;7;9;.778;0;6;6;8;1;2;4;4;11;4.0;10
25;25;22/12/2004;26-121;LAL;;NOH;W (+12);1;45:00:00;9;26;.346;1;4;.250;10;15;.667;3;2;5;4;4;1;4;2;29;17.8;0
26;26;25/12/2004;26-124;LAL;;MIA;L (-2);1;50:00:00;12;30;.400;5;13;.385;13;13;1.000;0;3;3;6;1;0;9;4;42;21.3;21
27;27;28/12/2004;26-127;LAL;;TOR;W (+18);1;46:00:00;14;26;.538;4;7;.571;16;18;.889;0;2;2;4;2;0;5;2;48;34.2;26
28;28;02/01/2005;26-132;LAL;;DEN;W (+8);1;36:00:00;14;29;.483;2;6;.333;12;16;.750;0;5;5;4;4;1;7;5;42;25.7;-21
29;29;04/01/2005;26-134;LAL;@;SAS;L (-17);1;35:00:00;5;16;.313;0;5;.000;7;8;.875;0;5;5;2;1;0;3;2;17;7.5;-12
30;30;05/01/2005;26-135;LAL;@;DAL;L (-14);1;47:00:00;12;30;.400;4;11;.364;4;6;.667;3;0;3;3;1;0;5;3;32;14.0;5
31;31;07/01/2005;26-137;LAL;;HOU;W (+7);1;45:00:00;10;19;.526;1;2;.500;6;10;.600;0;5;5;10;0;0;3;3;27;20.4;-8
32;32;10/01/2005;26-140;LAL;@;MIN;W (+9);1;40:00:00;9;19;.474;6;11;.545;7;7;1.000;1;0;1;4;0;1;5;0;31;20.5;-11
33;33;12/01/2005;26-142;LAL;@;DEN;L (-12);1;40:00:00;5;14;.357;2;8;.250;4;6;.667;1;4;5;7;3;2;1;2;16;16.8;0
34;34;13/01/2005;26-143;LAL;;CLE;W (+4);1;06:00;1;2;.500;0;1;.000;0;0;;0;0;0;3;0;0;1;0;2;2.1;-15
35;35;13/02/2005;26-174;LAL;@;CLE;L (-14);1;41:00:00;7;22;.318;1;4;.250;11;11;1.000;1;3;4;6;2;0;4;3;26;16.0;21
36;36;15/02/2005;26-176;LAL;;UTA;W (+7);1;42:00:00;12;19;.632;1;3;.333;15;19;.789;1;4;5;8;3;0;5;4;40;33.8;4
37;37;22/02/2005;26-183;LAL;;BOS;W (+9);1;40:00:00;6;13;.462;0;3;.000;9;12;.750;1;5;6;3;1;1;3;4;21;14.5;1
38;38;23/02/2005;26-184;LAL;@;POR;W (+3);1;43:00:00;8;17;.471;2;6;.333;13;13;1.000;0;3;3;6;0;0;5;2;31;21.6;-22
39;39;25/02/2005;26-186;LAL;;DET;L (-21);1;40:00:00;6;12;.500;1;3;.333;7;7;1.000;0;4;4;11;1;0;6;4;20;16.3;3
40;40;27/02/2005;26-188;LAL;@;TOR;L (-6);1;42:00:00;12;25;.480;1;6;.167;6;8;.750;2;6;8;8;0;0;4;4;31;20.7;-6
41;41;28/02/2005;26-189;LAL;@;NYK;L (-2);1;46:00:00;7;17;.412;2;5;.400;14;17;.824;2;3;5;8;1;2;7;4;30;21.4;-5
42;42;02/03/2005;26-191;LAL;@;BOS;L (-3);1;41:00:00;9;24;.375;1;6;.167;7;8;.875;0;1;1;3;0;1;1;5;26;12.5;11
43;43;04/03/2005;26-193;LAL;;DAL;W (+5);1;43:00:00;13;27;.481;0;4;.000;14;16;.875;2;6;8;6;2;2;3;3;40;32.1;3
44;44;06/03/2005;26-195;LAL;;IND;W (+9);1;39:00:00;12;24;.500;0;2;.000;13;13;1.000;2;8;10;2;2;0;5;3;37;26.0;-13
45;45;08/03/2005;26-197;LAL;;LAC;L (-9);1;43:00:00;12;21;.571;1;3;.333;16;16;1.000;2;3;5;3;0;1;3;3;41;32.0;7
46;46;10/03/2005;26-199;LAL;@;DAL;W (+5);1;44:00:00;14;22;.636;0;0;;8;10;.800;1;8;9;3;1;2;3;3;36;28.8;10
47;47;12/03/2005;26-201;LAL;@;CHA;W (+1);1;44:00:00;12;24;.500;4;6;.667;4;5;.800;2;2;4;9;0;0;2;2;32;25.1;-16
48;48;14/03/2005;26-203;LAL;@;WAS;L (-14);1;41:00:00;6;22;.273;4;12;.333;2;2;1.000;2;2;4;6;1;1;1;2;18;11.1;-29
49;49;15/03/2005;26-204;LAL;@;PHI;L (-17);1;36:00:00;6;15;.400;3;8;.375;5;7;.714;0;3;3;2;2;0;4;3;20;10.2;-6
50;50;17/03/2005;26-206;LAL;@;MIA;L (-13);1;46:00:00;8;23;.348;2;6;.333;8;9;.889;5;5;10;3;4;1;3;2;26;20.7;-16
51;51;18/03/2005;26-207;LAL;@;IND;L (-6);1;29:00:00;5;14;.357;1;4;.250;1;2;.500;1;1;2;4;1;0;0;4;12;7.0;3
52;52;20/03/2005;26-209;LAL;;SEA;L (-2);1;41:00:00;12;23;.522;4;10;.400;2;4;.500;2;3;5;4;1;0;2;3;30;20.8;-11
53;53;22/03/2005;26-211;LAL;@;UTA;L (-8);1;44:00:00;16;26;.615;9;15;.600;2;6;.333;1;2;3;4;2;0;3;2;43;31.9;-19
54;54;24/03/2005;26-213;LAL;@;DEN;L (-21);1;39:00:00;5;13;.385;0;4;.000;8;8;1.000;2;2;4;4;1;2;6;1;18;11.7;5
55;55;27/03/2005;26-216;LAL;;PHI;L (-7);1;39:00:00;10;22;.455;6;13;.462;8;8;1.000;0;10;10;5;0;1;6;4;34;22.2;5
56;56;29/03/2005;26-218;LAL;;NYK;W (+10);1;38:00:00;10;17;.588;3;7;.429;9;14;.643;1;5;6;5;1;0;4;1;32;24.4;-7
57;57;31/03/2005;26-220;LAL;;MIN;L (-9);1;41:00:00;7;16;.438;3;7;.429;9;12;.750;5;3;8;6;1;0;2;2;26;23.2;3
58;58;02/04/2005;26-222;LAL;@;SAS;L (-1);1;40:00:00;6;19;.316;1;6;.167;2;2;1.000;0;8;8;6;3;0;5;1;15;8.3;-16
59;59;03/04/2005;26-223;LAL;@;MEM;L (-20);1;14:00;4;8;.500;0;3;.000;1;1;1.000;1;2;3;0;0;0;1;1;9;4.9;-13
60;60;07/04/2005;26-227;LAL;;HOU;L (-14);1;42:00:00;4;19;.211;2;6;.333;9;10;.900;2;8;10;10;1;0;1;2;19;16.9;17
61;61;08/04/2005;26-228;LAL;@;SEA;W (+23);1;40:00:00;15;22;.682;7;11;.636;5;6;.833;1;1;2;5;2;1;3;2;42;35.6;-28
62;62;10/04/2005;26-230;LAL;@;SAC;L (-19);1;35:00:00;8;17;.471;1;4;.250;1;2;.500;1;3;4;6;3;1;2;2;18;15.6;-30
63;63;11/04/2005;26-231;LAL;;PHO;L (-11);1;38:00:00;8;17;.471;0;3;.000;4;5;.800;2;3;5;10;1;2;5;2;20;16.8;-2
64;64;17/04/2005;26-237;LAL;;DAL;L (-2);1;35:00:00;9;15;.600;5;9;.556;10;11;.909;4;3;7;9;2;0;8;2;33;28.9;-21
65;65;18/04/2005;26-238;LAL;@;GSW;L (-27);1;37:00:00;9;27;.333;0;4;.000;4;6;.667;3;3;6;5;1;0;6;2;22;6.6;5
66;66;20/04/2005;26-240;LAL;@;POR;L (-3);1;37:00:00;10;20;.500;0;5;.000;17;21;.810;3;2;5;4;0;0;6;2;37;24.1;6
1;1;02/11/2005;27-071;LAL;@;DEN;W (+2);1;43:45:00;13;28;.464;0;1;.000;7;7;1.000;0;5;5;4;1;2;6;4;33;17.7;4
2;2;03/11/2005;27-072;LAL;;PHO;L (-10);1;41:11:00;13;26;.500;0;2;.000;13;14;.929;2;5;7;5;0;0;3;3;39;27.8;24
3;3;06/11/2005;27-075;LAL;;DEN;W (+20);1;42:18:00;16;31;.516;0;0;;5;5;1.000;3;5;8;5;0;1;4;2;37;24.7;12
4;4;08/11/2005;27-077;LAL;@;ATL;W (+6);1;37:33:00;15;26;.577;0;0;;7;11;.636;1;2;3;5;1;1;1;5;37;26.7;-11
5;5;09/11/2005;27-078;LAL;@;MIN;L (-14);1;40:55:00;12;26;.462;0;0;;4;6;.667;1;3;4;4;1;0;3;0;28;16.2;-2
6;6;11/11/2005;27-080;LAL;@;PHI;L (-4);1;40:40:00;7;27;.259;0;2;.000;3;4;.750;3;6;9;7;1;0;3;4;17;5.7;-27
7;7;14/11/2005;27-083;LAL;@;MEM;L (-12);1;34:00:00;7;18;.389;0;0;;4;4;1.000;0;3;3;2;0;1;4;3;18;6.0;6
8;8;16/11/2005;27-085;LAL;;NYK;W (+5);1;44:00:00;15;36;.417;0;1;.000;12;14;.857;3;2;5;3;2;1;0;3;42;28.3;-3
9;9;18/11/2005;27-087;LAL;;LAC;L (-6);1;43:28:00;12;35;.343;1;6;.167;11;12;.917;1;3;4;5;0;0;2;2;36;18.2;-5
