Rk;G;Date;Age;Tm;Home_Away;Opp;Win_Loss;GS;MP;FG;FGA;FGpct;3P;3PA;3Ppct;FT;FTA;FTpct;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;plus_moins
35;35;29/02/2012;33-190;LAL;;MIN;W (+19);1;32:56:00;11;23;.478;0;4;.000;9;10;.900;1;6;7;8;1;0;5;0;31;23.0;13
36;36;02/03/2012;33-192;LAL;;SAC;W (+8);1;36:49:00;13;24;.542;1;2;.500;11;14;.786;4;4;8;3;1;1;3;0;38;30.0;8
37;37;04/03/2012;33-194;LAL;;MIA;W (+10);1;38:54:00;14;23;.609;0;2;.000;5;7;.714;1;2;3;1;0;0;3;0;33;20.7;1
38;38;06/03/2012;33-196;LAL;@;DET;L (-3);1;42:40:00;8;26;.308;2;9;.222;4;6;.667;1;4;5;7;0;0;3;1;22;9.6;5
39;39;07/03/2012;33-197;LAL;@;WAS;L (-5);1;40:17:00;9;31;.290;3;9;.333;9;9;1.000;1;4;5;4;4;1;1;3;30;19.1;-3
40;40;09/03/2012;33-199;LAL;@;MIN;W (+3);1;37:54:00;11;26;.423;2;6;.333;10;10;1.000;1;3;4;1;1;2;4;3;34;19.7;0
41;41;11/03/2012;33-201;LAL;;BOS;W (+3);1;41:29:00;9;20;.450;3;6;.500;5;7;.714;1;2;3;7;1;1;5;2;26;16.9;-1
42;42;13/03/2012;33-203;LAL;@;MEM;W (+5);1;51:47:00;11;25;.440;1;4;.250;11;12;.917;1;8;9;5;1;0;3;0;34;25.1;8
43;43;14/03/2012;33-204;LAL;@;NOH;W (+6);1;48:38:00;10;23;.435;2;8;.250;11;11;1.000;1;3;4;5;2;0;4;1;33;23.6;4
44;44;16/03/2012;33-206;LAL;;MIN;W (+5);1;38:08:00;9;20;.450;5;8;.625;5;7;.714;0;4;4;3;1;2;4;1;28;18.1;-11
45;45;18/03/2012;33-208;LAL;;UTA;L (-4);1;37:18:00;3;20;.150;1;6;.167;8;9;.889;2;4;6;4;2;0;7;4;15;0.6;-3
46;46;20/03/2012;33-210;LAL;@;HOU;L (-3);1;35:11:00;10;27;.370;2;7;.286;7;7;1.000;1;2;3;4;1;0;1;2;29;17.4;9
47;47;21/03/2012;33-211;LAL;@;DAL;W (+16);1;35:13:00;11;18;.611;1;2;.500;7;7;1.000;1;4;5;4;1;0;4;2;30;22.7;2
48;48;23/03/2012;33-213;LAL;;POR;W (+7);1;36:02:00;5;17;.294;1;7;.143;7;8;.875;2;3;5;4;1;0;4;1;18;9.4;-6
49;49;25/03/2012;33-215;LAL;;MEM;L (-6);1;38:27:00;7;15;.467;1;4;.250;3;3;1.000;1;2;3;3;2;0;3;3;18;11.5;3
50;50;27/03/2012;33-217;LAL;@;GSW;W (+3);1;37:13:00;9;24;.375;1;5;.200;11;12;.917;2;3;5;5;0;0;3;1;30;18.8;2
51;51;29/03/2012;33-219;LAL;;OKC;L (-9);1;40:47:00;7;25;.280;1;3;.333;8;10;.800;1;8;9;2;0;0;0;1;23;11.6;4
52;52;31/03/2012;33-221;LAL;;NOH;W (+3);1;38:19:00;3;21;.143;1;8;.125;4;5;.800;1;2;3;5;3;0;1;4;11;2.3;13
53;53;01/04/2012;33-222;LAL;;GSW;W (+8);1;37:10:00;16;28;.571;3;3;1.000;5;7;.714;0;3;3;5;0;0;3;3;40;26.2;1
54;54;03/04/2012;33-224;LAL;;NJN;W (+4);1;35:45:00;10;16;.625;3;6;.500;1;1;1.000;0;7;7;3;1;0;3;1;24;18.6;8
55;55;04/04/2012;33-225;LAL;@;LAC;W (+5);1;36:40:00;13;19;.684;2;3;.667;3;5;.600;1;4;5;6;0;1;2;2;31;26.1;-16
56;56;06/04/2012;33-227;LAL;;HOU;L (-5);1;36:56:00;8;20;.400;1;4;.250;11;11;1.000;0;2;2;0;0;0;1;1;28;16.4;-24
57;57;20/04/2012;33-241;LAL;@;SAS;L (-24);1;29:49:00;7;12;.583;1;3;.333;3;4;.750;0;2;2;1;0;0;1;2;18;11.5;8
58;58;22/04/2012;33-243;LAL;;OKC;W (+8);1;49:10:00;9;26;.346;2;3;.667;6;7;.857;1;5;6;8;1;0;3;1;26;16.4;-1
1;1;30/10/2012;34-068;LAL;;DAL;L (-8);1;34:52:00;11;14;.786;0;0;;0;0;;0;1;1;0;1;0;2;3;22;14.7;9
2;2;31/10/2012;34-069;LAL;@;POR;L (-10);1;38:29:00;10;20;.500;4;9;.444;6;7;.857;2;4;6;3;0;0;7;5;30;15.3;-7
3;3;02/11/2012;34-071;LAL;;LAC;L (-10);1;42:55:00;14;23;.609;2;3;.667;10;10;1.000;2;4;6;1;2;0;6;1;40;28.4;38
4;4;04/11/2012;34-073;LAL;;DET;W (+29);1;31:43:00;5;10;.500;3;5;.600;2;2;1.000;0;7;7;8;1;0;1;4;15;16.1;4
5;5;07/11/2012;34-076;LAL;@;UTA;L (-9);1;37:17:00;7;17;.412;0;4;.000;15;17;.882;0;5;5;4;3;0;6;3;29;19.2;18
6;6;09/11/2012;34-078;LAL;;GSW;W (+24);1;32:43:00;10;18;.556;2;4;.500;5;6;.833;1;8;9;7;2;0;4;2;27;23.2;18
7;7;11/11/2012;34-080;LAL;;SAC;W (+13);1;33:30:00;6;15;.400;2;5;.400;6;6;1.000;2;4;6;6;1;0;2;2;20;16.9;10
8;8;13/11/2012;34-082;LAL;;SAS;L (-2);1;38:05:00;12;19;.632;2;4;.500;2;2;1.000;0;4;4;8;1;0;2;0;28;25.3;7
9;9;16/11/2012;34-085;LAL;;PHO;W (+12);1;38:26:00;10;24;.417;1;5;.200;10;11;.909;1;1;2;6;1;0;1;2;31;22.2;14
10;10;18/11/2012;34-087;LAL;;HOU;W (+11);1;35:12:00;9;18;.500;1;3;.333;3;5;.600;1;10;11;11;3;0;3;4;22;22.0;20
11;11;20/11/2012;34-089;LAL;;BRK;W (+5);1;38:36:00;8;15;.533;1;4;.250;8;10;.800;0;4;4;5;1;0;3;4;25;18.0;1
12;12;21/11/2012;34-090;LAL;@;SAC;L (-16);1;38:46:00;11;20;.550;5;9;.556;11;13;.846;0;3;3;3;2;0;7;3;38;24.4;-22
13;13;23/11/2012;34-092;LAL;@;MEM;L (-8);1;37:29:00;7;23;.304;3;8;.375;13;14;.929;0;3;3;4;1;0;2;4;30;17.4;25
14;14;24/11/2012;34-093;LAL;@;DAL;W (+26);1;33:16:00;6;11;.545;1;2;.500;6;8;.750;1;2;3;5;1;0;6;3;19;11.5;-4
15;15;27/11/2012;34-096;LAL;;IND;L (-2);1;43:44:00;12;28;.429;5;11;.455;11;13;.846;0;10;10;3;3;0;10;2;40;21.7;9
16;16;30/11/2012;34-099;LAL;;DEN;W (+19);1;37:10:00;5;15;.333;0;3;.000;4;4;1.000;1;1;2;8;2;0;4;5;14;8.1;-17
17;17;02/12/2012;34-101;LAL;;ORL;L (-10);1;38:43:00;12;27;.444;0;2;.000;10;11;.909;1;6;7;5;1;0;2;2;34;23.7;-4
18;18;04/12/2012;34-103;LAL;@;HOU;L (-2);1;34:53:00;14;31;.452;2;9;.222;9;12;.750;1;5;6;2;2;0;3;4;39;22.7;15
19;19;05/12/2012;34-104;LAL;@;NOH;W (+16);1;33:53:00;10;17;.588;1;4;.250;8;9;.889;1;5;6;4;3;0;1;1;29;27.3;-2
20;20;07/12/2012;34-106;LAL;@;OKC;L (-6);1;43:30:00;11;24;.458;4;5;.800;9;10;.900;0;3;3;7;3;2;5;5;35;25.4;-2
21;21;09/12/2012;34-108;LAL;;UTA;L (-7);1;43:03:00;9;24;.375;4;9;.444;12;14;.857;0;0;0;3;1;0;2;2;34;20.3;-7
22;22;11/12/2012;34-110;LAL;@;CLE;L (-6);1;40:43:00;16;28;.571;3;9;.333;7;10;.700;1;4;5;2;1;1;5;1;42;27.2;0
23;23;13/12/2012;34-112;LAL;@;NYK;L (-9);1;44:02:00;10;24;.417;5;11;.455;6;6;1.000;2;8;10;6;1;1;5;5;31;20.9;17
24;24;14/12/2012;34-113;LAL;@;WAS;W (+6);1;43:36:00;9;29;.310;1;8;.125;11;13;.846;3;4;7;7;2;1;3;1;30;20.0;10
25;25;16/12/2012;34-115;LAL;@;PHI;W (+13);1;40:02:00;12;21;.571;2;6;.333;8;9;.889;0;4;4;6;1;0;5;0;34;25.1;-7
26;26;18/12/2012;34-117;LAL;;CHA;W (+1);1;43:17:00;11;24;.458;2;5;.400;6;7;.857;0;6;6;7;1;1;2;1;30;23.2;0
27;27;22/12/2012;34-121;LAL;@;GSW;W (+3);1;43:39:00;16;41;.390;2;8;.250;0;1;.000;3;7;10;5;1;0;3;5;34;15.0;11
28;28;25/12/2012;34-124;LAL;;NYK;W (+6);1;43:37:00;14;24;.583;1;5;.200;5;7;.714;1;4;5;1;0;1;1;2;34;23.5;-7
29;29;26/12/2012;34-125;LAL;@;DEN;L (-12);1;44:01:00;13;24;.542;5;9;.556;9;11;.818;0;4;4;6;0;2;2;2;40;31.6;21
30;30;28/12/2012;34-127;LAL;;POR;W (+17);1;30:40:00;9;18;.500;1;6;.167;8;11;.727;2;3;5;4;2;0;1;3;27;21.7;-4
31;31;01/01/2013;34-131;LAL;;PHI;L (-4);1;42:25:00;14;29;.483;1;6;.167;7;10;.700;4;2;6;0;1;0;3;2;36;20.7;6
32;32;04/01/2013;34-134;LAL;@;LAC;L (-5);1;43:39:00;15;25;.600;1;6;.167;7;8;.875;0;0;0;3;5;0;1;3;38;31.0;-12
33;33;06/01/2013;34-136;LAL;;DEN;L (-7);1;42:12:00;11;26;.423;3;8;.375;4;4;1.000;1;4;5;7;0;0;2;2;29;19.2;-15
34;34;08/01/2013;34-138;LAL;@;HOU;L (-13);1;41:26:00;8;22;.364;2;8;.250;2;2;1.000;2;3;5;7;3;0;5;3;20;11.8;-4
35;35;09/01/2013;34-139;LAL;@;SAS;L (-3);1;38:43:00;10;24;.417;3;8;.375;4;7;.571;0;4;4;5;0;0;1;3;27;15.5;-24
36;36;11/01/2013;34-141;LAL;;OKC;L (-15);1;35:03:00;8;23;.348;2;8;.250;10;13;.769;0;4;4;3;2;0;1;2;28;17.4;19
37;37;13/01/2013;34-143;LAL;;CLE;W (+20);1;27:58:00;9;14;.643;3;4;.750;2;4;.500;0;2;2;6;0;0;4;4;23;15.2;23
38;38;15/01/2013;34-145;LAL;;MIL;W (+16);1;36:40:00;12;19;.632;3;5;.600;4;4;1.000;1;1;2;6;1;0;1;2;31;26.9;-9
39;39;17/01/2013;34-147;LAL;;MIA;L (-9);1;42:55:00;8;25;.320;4;9;.444;2;2;1.000;1;3;4;1;1;0;6;4;22;3.4;0
40;40;20/01/2013;34-150;LAL;@;TOR;L (-5);1;42:53:00;10;32;.313;3;12;.250;3;3;1.000;0;4;4;5;2;1;6;1;26;8.6;-12
41;41;21/01/2013;34-151;LAL;@;CHI;L (-12);1;41:58:00;7;22;.318;0;6;.000;2;3;.667;0;4;4;5;0;0;3;2;16;3.9;-13
42;42;23/01/2013;34-153;LAL;@;MEM;L (-13);1;38:34:00;11;23;.478;0;1;.000;7;8;.875;0;3;3;3;1;0;2;1;29;18.5;15
43;43;25/01/2013;34-155;LAL;;UTA;W (+18);1;34:44:00;7;10;.700;0;0;;0;0;;0;9;9;14;3;1;3;0;14;23.0;11
44;44;27/01/2013;34-157;LAL;;OKC;W (+9);1;38:47:00;8;12;.667;0;0;;5;6;.833;0;9;9;14;1;1;3;1;21;26.2;-5
45;45;29/01/2013;34-159;LAL;;NOH;W (+5);1;34:23:00;5;12;.417;0;4;.000;4;4;1.000;3;5;8;11;0;0;2;1;14;16.5;-8
46;46;30/01/2013;34-160;LAL;@;PHO;L (-6);1;38:40:00;7;17;.412;0;3;.000;3;4;.750;0;5;5;9;2;0;6;0;17;11.3;-3
47;47;01/02/2013;34-162;LAL;@;MIN;W (+11);1;38:30:00;4;13;.308;1;4;.250;8;10;.800;2;10;12;8;0;0;4;2;17;13.9;1
48;48;03/02/2013;34-164;LAL;@;DET;W (+1);1;37:05:00;8;20;.400;0;3;.000;2;3;.667;0;3;3;5;2;0;3;0;18;10.2;5
49;49;05/02/2013;34-166;LAL;@;BRK;W (+9);1;37:16:00;9;24;.375;0;2;.000;3;3;1.000;1;7;8;4;4;1;5;1;21;12.7;-20
50;50;07/02/2013;34-168;LAL;@;BOS;L (-21);1;29:41:00;9;15;.600;0;1;.000;9;9;1.000;3;4;7;0;0;0;4;2;27;18.6;-2
51;51;08/02/2013;34-169;LAL;@;CHA;W (+7);1;37:33:00;6;15;.400;0;2;.000;8;8;1.000;0;7;7;8;0;1;3;0;20;17.3;-14
52;52;10/02/2013;34-171;LAL;@;MIA;L (-10);1;37:03:00;11;19;.579;0;0;;6;8;.750;1;5;6;9;1;0;4;2;28;23.0;-2
53;53;12/02/2013;34-173;LAL;;PHO;W (+6);1;35:46:00;1;8;.125;0;4;.000;2;2;1.000;1;4;5;9;1;1;8;1;4;0.3;-35
54;54;14/02/2013;34-175;LAL;;LAC;L (-24);1;38:39:00;7;13;.538;0;0;;6;6;1.000;3;2;5;11;0;0;6;2;20;17.3;11
55;55;20/02/2013;34-181;LAL;;BOS;W (+14);1;32:49:00;5;15;.333;0;4;.000;6;7;.857;1;3;4;7;0;0;3;5;16;8.6;2
56;56;22/02/2013;34-183;LAL;;POR;W (+4);1;35:51:00;15;23;.652;1;3;.333;9;9;1.000;2;5;7;4;2;0;5;1;40;32.2;7
57;57;24/02/2013;34-185;LAL;@;DAL;W (+4);1;38:16:00;13;21;.619;4;5;.800;8;10;.800;1;11;12;7;0;1;5;2;38;31.5;-1
58;58;25/02/2013;34-186;LAL;@;DEN;L (-11);1;38:44:00;12;23;.522;0;1;.000;5;6;.833;0;6;6;9;0;0;4;3;29;20.2;17
59;59;28/02/2013;34-189;LAL;;MIN;W (+22);1;31:33:00;13;22;.591;4;8;.500;3;7;.429;1;4;5;5;2;0;3;1;33;25.2;6
60;60;03/03/2013;34-192;LAL;;ATL;W (+1);1;39:00:00;13;27;.481;2;5;.400;6;8;.750;1;5;6;4;2;0;5;1;34;21.1;-11
61;61;05/03/2013;34-194;LAL;@;OKC;L (-17);1;39:24:00;8;19;.421;3;7;.429;11;12;.917;1;2;3;2;0;0;2;3;30;19.0;16
62;62;06/03/2013;34-195;LAL;@;NOH;W (+6);1;41:57:00;14;21;.667;3;7;.429;11;14;.786;0;7;7;12;0;1;6;0;42;36.9;0
63;63;08/03/2013;34-197;LAL;;TOR;W (+2);1;43:47:00;11;22;.500;5;10;.500;14;16;.875;1;5;6;12;2;0;9;0;41;32.8;16
64;64;10/03/2013;34-199;LAL;;CHI;W (+9);1;39:35:00;7;16;.438;1;4;.250;4;6;.667;1;6;7;9;2;0;2;2;19;17.8;0
65;65;12/03/2013;34-201;LAL;@;ORL;W (+9);1;36:27:00;4;14;.286;2;6;.333;1;2;.500;1;6;7;8;2;0;3;1;11;9.1;-3
66;66;13/03/2013;34-202;LAL;@;ATL;L (-4);1;38:12:00;11;33;.333;2;8;.250;7;8;.875;1;6;7;5;2;0;5;1;31;14.5;-3
67;67;15/03/2013;34-204;LAL;@;IND;W (+6);1;12:00;0;4;.000;0;1;.000;0;0;;0;1;1;2;0;0;1;1;0;-2.5;1
70;68;22/03/2013;34-211;LAL;;WAS;L (-3);1;37:53:00;8;18;.444;1;2;.500;4;7;.571;1;3;4;11;2;0;6;3;21;14.5;-1
71;69;25/03/2013;34-214;LAL;@;GSW;L (-6);1;41:54:00;11;27;.407;2;10;.200;12;16;.750;1;7;8;3;0;0;0;1;36;24.4;2
72;70;27/03/2013;34-216;LAL;@;MIN;W (+3);1;37:47:00;12;21;.571;3;7;.429;4;6;.667;0;3;3;7;1;1;6;4;31;20.2;-16
73;71;28/03/2013;34-217;LAL;@;MIL;L (-10);1;36:28:00;6;17;.353;0;3;.000;18;20;.900;0;2;2;3;0;0;6;2;30;15.6;5
74;72;30/03/2013;34-219;LAL;@;SAC;W (+5);1;47:37:00;5;18;.278;0;4;.000;9;11;.818;1;8;9;14;2;0;1;2;19;20.7;20
75;73;02/04/2013;34-222;LAL;;DAL;W (+20);1;47:04:00;8;18;.444;0;3;.000;7;8;.875;1;10;11;11;4;2;4;3;23;24.8;6
76;74;05/04/2013;34-225;LAL;;MEM;W (+2);1;42:32:00;10;23;.435;0;5;.000;4;4;1.000;0;5;5;9;1;0;4;3;24;15.5;-14
77;75;07/04/2013;34-227;LAL;@;LAC;L (-14);1;47:20:00;6;19;.316;1;5;.200;12;14;.857;1;6;7;10;0;0;4;3;25;17.6;7
78;76;09/04/2013;34-229;LAL;;NOH;W (+8);1;41:06:00;9;18;.500;2;7;.286;10;11;.909;1;5;6;6;5;1;5;2;30;26.9;7
79;77;10/04/2013;34-230;LAL;@;POR;W (+7);1;48:00:00;14;27;.519;1;5;.200;18;18;1.000;0;8;8;5;3;4;1;4;47;42.8;0
80;78;12/04/2013;34-232;LAL;;GSW;W (+2);1;44:54:00;9;21;.429;4;8;.500;12;16;.750;0;5;5;4;0;0;5;3;34;19.4;-16
20;1;08/12/2013;35-107;LAL;;TOR;L (-12);1;27:56:00;2;9;.222;0;3;.000;5;7;.714;1;7;8;4;2;0;8;3;9;1.1;-3
21;2;10/12/2013;35-109;LAL;;PHO;L (-6);1;29:10:00;6;11;.545;0;2;.000;8;8;1.000;0;2;2;3;0;0;3;2;20;13.6;-16
22;3;13/12/2013;35-112;LAL;@;OKC;L (-25);1;23:09;2;6;.333;0;0;;0;0;;0;1;1;13;2;0;7;1;4;4.6;5
23;4;14/12/2013;35-113;LAL;@;CHA;W (+3);1;32:14:00;8;15;.533;2;5;.400;3;3;1.000;0;7;7;8;0;0;7;1;21;14.0;-4
24;5;16/12/2013;35-115;LAL;@;ATL;L (-14);1;32:10:00;4;14;.286;0;5;.000;0;1;.000;0;3;3;6;2;0;5;1;8;1.1;2
25;6;17/12/2013;35-116;LAL;@;MEM;W (+4);1;32:38:00;9;18;.500;1;1;1.000;2;2;1.000;1;4;5;4;1;1;4;1;21;14.0;-11
1;1;28/10/2014;36-066;LAL;;HOU;L (-18);1;29:00:00;6;17;.353;0;1;.000;7;8;.875;0;3;3;2;1;0;1;5;19;9.4;-26
2;2;29/10/2014;36-067;LAL;@;PHO;L (-20);1;27:53:00;11;25;.440;2;4;.500;7;7;1.000;1;3;4;3;2;0;2;2;31;20.8;-9
3;3;31/10/2014;36-069;LAL;;LAC;L (-7);1;35:16:00;6;15;.400;1;5;.200;8;11;.727;0;4;4;7;2;0;3;5;21;14.8;-30
4;4;01/11/2014;36-070;LAL;@;GSW;L (-23);1;35:53:00;12;28;.429;1;6;.167;3;6;.500;1;5;6;1;2;0;7;3;28;8.7;-5
5;5;04/11/2014;36-073;LAL;;PHO;L (-6);1;44:15:00;14;37;.378;3;7;.429;8;12;.667;3;6;9;1;1;1;3;0;39;20.4;7
6;6;09/11/2014;36-078;LAL;;CHO;W (+15);1;34:17:00;7;20;.350;1;5;.200;6;7;.857;0;6;6;4;1;0;4;1;21;10.6;8
7;7;11/11/2014;36-080;LAL;@;MEM;L (-5);1;37:29:00;10;26;.385;3;10;.300;5;6;.833;1;6;7;6;4;0;3;3;28;19.9;-15
8;8;12/11/2014;36-081;LAL;@;NOP;L (-7);1;36:12:00;10;28;.357;5;11;.455;8;8;1.000;0;4;4;5;1;0;1;1;33;21.7;-16
9;9;14/11/2014;36-083;LAL;;SAS;L (-13);1;36:25:00;1;14;.071;0;5;.000;7;9;.778;0;4;4;6;1;2;4;1;9;2.2;-34
10;10;16/11/2014;36-085;LAL;;GSW;L (-21);1;31:22:00;15;34;.441;3;12;.250;11;16;.688;1;4;5;3;0;0;2;3;44;25.0;11
11;11;18/11/2014;36-087;LAL;@;ATL;W (+5);1;36:57:00;10;18;.556;3;7;.429;5;5;1.000;0;4;4;3;1;0;3;4;28;19.1;9
12;12;19/11/2014;36-088;LAL;@;HOU;W (+6);1;39:32:00;10;28;.357;1;7;.143;8;10;.800;0;5;5;7;1;0;3;0;29;17.0;-29
13;13;21/11/2014;36-090;LAL;@;DAL;L (-34);1;31:20:00;6;22;.273;1;4;.250;4;4;1.000;2;3;5;7;1;0;2;2;17;9.4;-5
14;14;23/11/2014;36-092;LAL;;DEN;L (-7);1;43:50:00;10;24;.417;0;2;.000;7;10;.700;2;4;6;4;0;0;4;1;27;14.0;-1
15;15;26/11/2014;36-095;LAL;;MEM;L (-6);1;35:16:00;5;15;.333;2;5;.400;10;10;1.000;2;2;4;2;0;0;4;1;22;12.5;3
16;16;28/11/2014;36-097;LAL;;MIN;L (-1);1;34:45:00;10;18;.556;0;1;.000;6;10;.600;1;4;5;5;5;0;2;1;26;23.8;2
17;17;30/11/2014;36-099;LAL;;TOR;W (+7);1;41:36:00;11;24;.458;0;1;.000;9;13;.692;1;10;11;12;0;1;2;2;31;27.0;15
18;18;02/12/2014;36-101;LAL;@;DET;W (+10);1;33:26:00;4;11;.364;1;3;.333;3;3;1.000;0;5;5;13;2;0;10;2;12;7.7;-30
19;19;03/12/2014;36-102;LAL;@;WAS;L (-16);1;34:11:00;8;22;.364;2;6;.333;11;14;.786;0;4;4;3;1;0;4;4;29;14.3;-29
20;20;05/12/2014;36-104;LAL;@;BOS;L (-17);1;32:42:00;9;21;.429;1;3;.333;3;3;1.000;0;3;3;3;1;0;3;1;22;11.5;-18
21;21;07/12/2014;36-106;LAL;;NOP;L (-17);1;31:59:00;6;18;.333;0;5;.000;2;2;1.000;0;3;3;4;0;0;3;2;14;3.7;-1
22;22;09/12/2014;36-108;LAL;;SAC;W (+3);1;35:50:00;11;27;.407;2;6;.333;8;8;1.000;3;0;3;6;2;0;3;2;32;22.0;-1
23;23;12/12/2014;36-111;LAL;@;SAS;W (+2);1;40:03:00;7;22;.318;1;4;.250;7;8;.875;1;4;5;9;4;0;5;1;22;15.8;0
24;24;14/12/2014;36-113;LAL;@;MIN;W (+6);1;35:09:00;7;20;.350;2;7;.286;10;13;.769;1;5;6;2;1;0;2;2;26;15.4;-26
25;25;15/12/2014;36-114;LAL;@;IND;L (-19);1;30:17:00;8;26;.308;2;8;.250;3;3;1.000;0;4;4;3;2;0;3;4;21;6.7;-6
26;26;19/12/2014;36-118;LAL;;OKC;L (-1);1;34:35:00;3;15;.200;0;3;.000;3;4;.750;0;8;8;8;0;0;3;0;9;4.3;-17
27;27;21/12/2014;36-120;LAL;@;SAC;L (-7);1;37:52:00;8;30;.267;3;8;.375;6;6;1.000;3;2;5;3;2;0;9;3;25;3.8;-8
31;28;28/12/2014;36-127;LAL;;PHO;L (-9);1;32:12:00;4;10;.400;1;3;.333;1;1;1.000;0;8;8;7;2;0;5;1;10;8.5;12
32;29;30/12/2014;36-129;LAL;@;DEN;W (+8);1;31:40:00;6;11;.545;3;5;.600;8;11;.727;1;10;11;11;2;1;9;1;23;21.2;5
33;30;02/01/2015;36-132;LAL;;MEM;L (-3);1;33:08:00;6;14;.429;2;4;.500;1;1;1.000;1;8;9;8;0;1;2;2;15;14.2;-2
34;31;04/01/2015;36-134;LAL;;IND;W (+1);1;32:08:00;7;14;.500;2;3;.667;4;4;1.000;0;6;6;6;3;0;2;2;20;19.2;-34
36;32;07/01/2015;36-137;LAL;@;LAC;L (-25);1;27:47:00;2;12;.167;0;3;.000;0;0;;0;8;8;7;1;0;6;1;4;-1.7;-6
39;33;13/01/2015;36-143;LAL;;MIA;L (-3);1;30:54:00;3;19;.158;2;9;.222;4;4;1.000;0;6;6;7;1;0;2;0;12;5.6;3
40;34;15/01/2015;36-145;LAL;;CLE;L (-7);1;31:49:00;7;14;.500;3;6;.500;2;3;.667;1;5;6;17;0;0;3;0;19;22.7;-11
43;35;21/01/2015;36-151;LAL;@;NOP;L (-16);1;29:52:00;6;14;.429;1;5;.200;1;1;1.000;0;7;7;2;0;1;4;2;14;6.0;-6
1;1;28/10/2015;37-066;LAL;;MIN;L (-1);1;28:56:00;8;24;.333;3;13;.231;5;5;1.000;0;4;4;1;2;0;0;1;24;13.9;-18
2;2;30/10/2015;37-068;LAL;@;SAC;L (-18);1;22:12;5;12;.417;1;8;.125;2;3;.667;2;2;4;3;0;0;3;2;13;6.5;-2
3;3;01/11/2015;37-070;LAL;;DAL;L (-10);1;31:21:00;3;15;.200;2;8;.250;7;7;1.000;2;3;5;1;0;0;1;5;15;5.7;-4
4;4;03/11/2015;37-072;LAL;;DEN;L (-11);1;29:10:00;4;11;.364;1;5;.200;2;3;.667;1;1;2;5;2;0;1;5;11;8.0;-6
5;5;06/11/2015;37-075;LAL;@;BRK;W (+6);1;31:02:00;5;16;.313;1;4;.250;7;8;.875;0;3;3;3;0;0;3;3;18;7.2;-1
6;6;08/11/2015;37-077;LAL;@;NYK;L (-4);1;32:05:00;6;19;.316;2;10;.200;4;7;.571;0;2;2;3;1;0;1;2;18;7.8;5
9;7;13/11/2015;37-082;LAL;@;DAL;L (-8);1;32:25:00;7;15;.467;3;8;.375;2;2;1.000;0;5;5;3;0;0;6;2;19;8.1;14
10;8;15/11/2015;37-084;LAL;;DET;W (+12);1;35:43:00;6;19;.316;1;4;.250;4;4;1.000;0;8;8;9;2;0;4;3;17;11.6;-1
12;9;20/11/2015;37-089;LAL;;TOR;L (-11);1;37:04:00;5;13;.385;0;5;.000;0;0;;0;4;4;5;2;0;3;2;10;5.8;-6
13;10;22/11/2015;37-091;LAL;;POR;L (-14);1;31:23:00;6;22;.273;0;5;.000;6;7;.857;1;3;4;4;1;1;0;1;18;10.3;-20
14;11;24/11/2015;37-093;LAL;@;GSW;L (-34);1;24:41:00;1;14;.071;1;7;.143;1;2;.500;0;6;6;2;2;0;3;0;4;-3.6;-12
15;12;28/11/2015;37-097;LAL;@;POR;L (-12);1;34:08:00;7;20;.350;1;5;.200;6;7;.857;0;2;2;2;0;0;1;1;21;10.0;-6
16;13;29/11/2015;37-098;LAL;;IND;L (-4);1;33:29:00;4;20;.200;2;7;.286;3;4;.750;1;3;4;3;1;0;1;1;13;3.5;-21
17;14;01/12/2015;37-100;LAL;@;PHI;L (-12);1;31:42:00;7;26;.269;4;17;.235;2;4;.500;1;4;5;2;1;0;3;3;20;3.9;-5
18;15;02/12/2015;37-101;LAL;@;WAS;W (+4);1;35:34:00;10;24;.417;4;11;.364;7;8;.875;0;2;2;3;1;0;2;1;31;19.1;-15
19;16;04/12/2015;37-103;LAL;@;ATL;L (-13);1;35:20:00;4;19;.211;2;10;.200;4;5;.800;0;3;3;5;2;2;2;2;14;6.9;-22
20;17;06/12/2015;37-105;LAL;@;DET;L (-20);1;25:35:00;2;15;.133;1;6;.167;0;0;;0;3;3;1;1;0;3;2;5;-5.9;-11
21;18;07/12/2015;37-106;LAL;@;TOR;L (-9);1;31:49:00;8;16;.500;1;4;.250;4;5;.800;0;8;8;4;2;0;4;3;21;14.6;-12
22;19;09/12/2015;37-108;LAL;@;MIN;L (-1);1;24:30:00;5;13;.385;1;2;.500;0;0;;0;1;1;1;1;0;2;2;11;3.1;-18
23;20;11/12/2015;37-110;LAL;@;SAS;L (-22);1;28:59:00;5;12;.417;1;5;.200;1;2;.500;1;5;6;4;0;0;2;1;12;7.8;3
24;21;12/12/2015;37-111;LAL;@;HOU;L (-29);1;31:09:00;9;16;.563;4;9;.444;3;3;1.000;2;5;7;6;3;0;0;0;25;27.5;20
25;22;15/12/2015;37-114;LAL;;MIL;W (+18);1;27:26:00;7;15;.467;3;7;.429;5;5;1.000;0;3;3;6;0;0;2;2;22;16.6;-24
26;23;17/12/2015;37-116;LAL;;HOU;L (-20);1;32:02:00;9;16;.563;2;6;.333;2;7;.286;1;7;8;3;0;1;2;2;22;15.2;11
28;24;22/12/2015;37-121;LAL;@;DEN;W (+4);1;32:11:00;10;22;.455;2;9;.222;9;11;.818;1;2;3;5;1;1;1;2;31;23.5;-36
